Time,Date,Name,Rank,Age,Exchanges,Markets,Pairs,All_Time_High,Circulating_Supply,Total_Supply,Max_Supply,Code,Rate,Volume,Cap,Delta_Hour_Change,Delta_Day_Change,Delta_Week_Change,Delta_Month_Change,Delta_Quarter_Change,Delta_Year_Change,Hour,Day,Month_Number,Month_Name,Year
17:24:13,2024-07-20,Zedxion,BTC,zedxion,21203.20655834685,871.62281296457,988.9869730476863,1860.6097860122563,17,20,7,July,2024
17:24:18,2024-07-20,Zedxion,ETH,zedxion,404812.9451436348,16641.077235163124,18881.801116563613,35522.87835172674,17,20,7,July,2024
17:24:28,2024-07-20,Zedxion,BNB,zedxion,2387923.396236126,98162.91238986637,111380.56524679944,209543.4776366658,17,20,7,July,2024
17:24:37,2024-07-20,Zedxion,SOL,zedxion,8187647.435036065,336578.350507976,381898.6826768576,718477.0331848336,17,20,7,July,2024
17:24:46,2024-07-20,Zedxion,USDT,zedxion,1421719011.6414883,58444118.853539065,66313629.402160116,124757748.25569917,17,20,7,July,2024
17:25:04,2024-07-20,Zedxion,BTC,zedxion,21195.234590133365,871.5337052949088,988.8868332272359,1860.4205385221446,17,20,7,July,2024
17:25:09,2024-07-20,Zedxion,ETH,zedxion,404695.91784044506,16640.82231755038,18881.530322836086,35522.35264038647,17,20,7,July,2024
17:25:17,2024-07-20,Zedxion,BNB,zedxion,2387289.3349848036,98163.72217455288,111381.5928967938,209545.31507134667,17,20,7,July,2024
17:25:27,2024-07-20,Zedxion,SOL,zedxion,8185123.367499402,336566.73467976035,381885.87590479705,718452.6105845574,17,20,7,July,2024
17:28:00,2024-07-20,Zedxion,BTC,zedxion,21195.8612534228,870.3427524559729,988.5220634236452,1858.8648158796182,17,20,7,July,2024
17:28:04,2024-07-20,Zedxion,ETH,zedxion,404525.83390210045,16610.607302453776,18866.075185904527,35476.6824883583,17,20,7,July,2024
17:28:08,2024-07-20,Zedxion,BNB,zedxion,2390960.377956961,98177.42301121134,111508.4241269282,209685.84713813954,17,20,7,July,2024
17:28:12,2024-07-20,Zedxion,SOL,zedxion,8183223.657524369,336018.8725948783,381645.1258420501,717663.9984369284,17,20,7,July,2024
17:28:16,2024-07-20,Zedxion,USDT,zedxion,1421025155.004117,58350020.78605031,66273066.31263854,124623087.09868886,17,20,7,July,2024
17:28:29,2024-07-20,Zedxion,BTC,zedxion,21190.428593713954,870.3413539454514,988.5212583931451,1858.8626123385966,17,20,7,July,2024
17:28:33,2024-07-20,Zedxion,ETH,zedxion,404412.6433714311,16610.19011616229,18865.61630255159,35475.80641871388,17,20,7,July,2024
17:28:37,2024-07-20,Zedxion,BNB,zedxion,2391529.243336566,98225.79993795593,111563.45831572097,209789.2582536769,17,20,7,July,2024
17:28:41,2024-07-20,Zedxion,SOL,zedxion,8180531.825070296,335993.91881755565,381617.0861424919,717611.0049600475,17,20,7,July,2024
17:28:45,2024-07-20,Zedxion,USDT,zedxion,1420574769.6495478,58349104.16660025,66272353.954840034,124621458.12144028,17,20,7,July,2024
17:28:58,2024-07-20,Zedxion,BTC,zedxion,21183.357320696676,870.2619112963017,988.4333944858529,1858.6953057821545,17,20,7,July,2024
17:29:02,2024-07-20,Zedxion,ETH,zedxion,404309.48768401804,16609.980286899598,18865.423137809157,35475.403424708755,17,20,7,July,2024
17:29:06,2024-07-20,Zedxion,BNB,zedxion,2391066.5915290914,98230.61332906818,111569.1923488307,209799.80567789887,17,20,7,July,2024
17:29:11,2024-07-20,Zedxion,SOL,zedxion,8177445.535737502,335948.6069046907,381566.53483888716,717515.1417435778,17,20,7,July,2024
17:29:15,2024-07-20,Zedxion,USDT,zedxion,1420303755.96859,58349403.38200794,66272576.2238556,124621979.60586354,17,20,7,July,2024
17:29:28,2024-07-20,Zedxion,BTC,zedxion,21176.855364212177,870.1592885376959,988.3163459382578,1858.4756344759537,17,20,7,July,2024
